name,album,release_date,track_number,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
Let It Rock - Live,Some Girls: Live In Texas '78,21/11/2011,1,0.00868,0.377,0.981,5.01e-05,0.881,-6.038,0.0866,152.886,0.69,23,132533
All Down The Line - Live,Some Girls: Live In Texas '78,21/11/2011,2,0.0271,0.247,0.979,0.693,0.985,-5.309,0.101,162.637,0.597,19,236626
Honky Tonk Women - Live,Some Girls: Live In Texas '78,21/11/2011,3,0.0326,0.364,0.963,0.0136,0.964,-6.41,0.0524,117.981,0.682,21,218280
Star Star - Live,Some Girls: Live In Texas '78,21/11/2011,4,0.0176,0.224,0.981,0.0326,0.983,-5.507,0.098,159.136,0.697,19,227546
When The Whip Comes Down - Live,Some Girls: Live In Texas '78,21/11/2011,5,0.000209,0.226,0.99,0.087,0.984,-5.149,0.121,154.706,0.555,20,313213
Beast Of Burden - Live,Some Girls: Live In Texas '78,21/11/2011,6,0.0303,0.584,0.901,0.156,0.907,-6.107,0.0371,108.123,0.669,31,388906
Miss You - Live,Some Girls: Live In Texas '78,21/11/2011,7,0.00252,0.47,0.949,0.475,0.93,-5.673,0.045,117.158,0.829,24,515559
Just My Imagination - Live,Some Girls: Live In Texas '78,21/11/2011,8,0.000194,0.294,0.962,0.221,0.95,-6.013,0.0808,118.193,0.601,22,400093
Shattered - Live,Some Girls: Live In Texas '78,21/11/2011,9,0.00235,0.272,0.99,0.16,0.983,-5.202,0.173,160.735,0.429,20,284946
Respectable - Live,Some Girls: Live In Texas '78,21/11/2011,10,0.00517,0.227,0.991,0.16,0.99,-5.166,0.254,167.919,0.167,18,203266
Far Away Eyes - Live,Some Girls: Live In Texas '78,21/11/2011,11,0.256,0.313,0.635,0.0019,0.85,-8.931,0.0442,92.33,0.515,20,351106
Love In Vain - Live,Some Girls: Live In Texas '78,21/11/2011,12,0.0253,0.223,0.745,0.133,0.87,-5.445,0.0361,168.968,0.496,15,293813
Tumbling Dice - Live,Some Girls: Live In Texas '78,21/11/2011,13,0.00769,0.384,0.98,0.0751,0.853,-5.591,0.0897,119.366,0.555,19,278893
Happy - Live,Some Girls: Live In Texas '78,21/11/2011,14,0.00686,0.171,0.989,0.000475,0.904,-4.568,0.164,157.806,0.382,18,192746
Sweet Little Sixteen - Live,Some Girls: Live In Texas '78,21/11/2011,15,0.00199,0.272,0.948,0.00404,0.92,-4.756,0.102,171.815,0.819,20,191493
Brown Sugar - Live,Some Girls: Live In Texas '78,21/11/2011,16,0.000497,0.184,0.973,0.275,0.954,-4.176,0.0656,156.605,0.6,17,194453
Jumpin' Jack Flash - Live,Some Girls: Live In Texas '78,21/11/2011,17,2.41e-05,0.122,0.989,0.673,0.942,-4.603,0.106,159.883,0.289,18,375240
Rough Justice - Remastered 2009,A Bigger Bang (2009 Re-Mastered),5/9/2005,1,0.00317,0.41,0.891,9.95e-05,0.202,-3.125,0.0581,137.976,0.559,32,190933
Let Me Down Slow - Remastered,A Bigger Bang (2009 Re-Mastered),5/9/2005,2,0.0225,0.501,0.956,0.000213,0.49,-3.432,0.0571,140.469,0.759,27,255133
It Won't Take Long - Remastered,A Bigger Bang (2009 Re-Mastered),5/9/2005,3,0.0199,0.474,0.927,1.46e-05,0.113,-3.579,0.068,117.37,0.576,24,234960
Rain Fall Down - Remastered 2009,A Bigger Bang (2009 Re-Mastered),5/9/2005,4,0.00178,0.651,0.862,0.00856,0.104,-5.871,0.0565,98.013,0.5,39,293800
Streets Of Love - Remastered 2009,A Bigger Bang (2009 Re-Mastered),5/9/2005,5,0.0416,0.434,0.603,6.44e-06,0.653,-4.995,0.0312,81.755,0.213,45,309306
Back Of My Hand - Remastered,A Bigger Bang (2009 Re-Mastered),5/9/2005,6,0.654,0.488,0.674,0.000562,0.363,-6.41,0.0431,85.049,0.425,24,212400
She Saw Me Coming - Remastered,A Bigger Bang (2009 Re-Mastered),5/9/2005,7,0.159,0.501,0.931,0.0,0.357,-2.386,0.0472,94.228,0.854,22,192573
Biggest Mistake - Remastered,A Bigger Bang (2009 Re-Mastered),5/9/2005,8,0.197,0.563,0.861,0.0,0.231,-3.343,0.0325,113.98,0.807,26,245466
This Place Is Empty - Remastered,A Bigger Bang (2009 Re-Mastered),5/9/2005,9,0.281,0.592,0.669,1.48e-06,0.185,-6.291,0.0264,90.209,0.51,26,196693
"Oh No, Not You Again - Remastered",A Bigger Bang (2009 Re-Mastered),5/9/2005,10,0.0119,0.48,0.984,0.0,0.31,-2.31,0.0937,140.402,0.495,23,226800
Dangerous Beauty - Remastered,A Bigger Bang (2009 Re-Mastered),5/9/2005,11,0.014,0.659,0.928,0.000288,0.348,-3.308,0.0394,110.524,0.624,21,228133
"Laugh, I Nearly Died - Remastered",A Bigger Bang (2009 Re-Mastered),5/9/2005,12,0.142,0.723,0.606,6.87e-06,0.089,-4.568,0.0359,75.028,0.296,41,294040
Sweet Neo Con - Remastered,A Bigger Bang (2009 Re-Mastered),5/9/2005,13,0.0684,0.72,0.859,0.000773,0.553,-3.696,0.0378,113.065,0.898,20,273960
Look What The Cat Dragged In - Remastered,A Bigger Bang (2009 Re-Mastered),5/9/2005,14,0.00885,0.506,0.98,0.00332,0.138,-2.494,0.145,117.003,0.556,21,237266
Driving Too Fast - Remastered,A Bigger Bang (2009 Re-Mastered),5/9/2005,15,0.0211,0.472,0.978,0.0,0.268,-2.529,0.0937,142.332,0.657,21,236506
Infamy - Remastered,A Bigger Bang (2009 Re-Mastered),5/9/2005,16,0.349,0.7,0.706,0.0,0.0779,-4.455,0.0384,108.974,0.915,21,227733
"Brown Sugar - Live At Madison Square Garden, USA / 2003",Live Licks,1/11/2004,1,0.0103,0.38,0.973,0.00723,0.837,-4.67,0.121,139.155,0.361,6,230293
"Street Fighting Man - Live At Twickenham, England / 2003",Live Licks,1/11/2004,2,0.0556,0.236,0.987,0.534,0.988,-3.613,0.197,143.969,0.173,6,223466
"Paint It Black - Live At Twickenham, England / 2003",Live Licks,1/11/2004,3,0.0547,0.204,0.975,0.000772,0.994,-4.064,0.107,156.466,0.263,8,224666
"You Can't Always Get What You Want - Live At Twickenham, England / 2003",Live Licks,1/11/2004,4,0.124,0.257,0.876,0.0104,0.998,-5.065,0.0737,174.889,0.444,7,405800
"Start Me Up - Live At Madison Square Garden, USA / 2003",Live Licks,1/11/2004,5,0.139,0.466,0.985,0.0131,0.984,-3.098,0.0963,130.245,0.474,7,242400
"It's Only Rock 'n' Roll (But I Like It) - Live At Madison Square Garden, USA / 2003",Live Licks,1/11/2004,6,0.152,0.382,0.979,0.00344,0.975,-3.791,0.172,140.622,0.481,6,294000
"Angie - Live At Madison Square Garden, USA / 2003",Live Licks,1/11/2004,7,0.195,0.353,0.767,0.0,0.886,-5.451,0.0363,156.94,0.454,9,209173
"Honky Tonk Women - Live At Madison Square Garden, USA / 2003",Live Licks,1/11/2004,8,0.332,0.491,0.966,1.28e-05,0.976,-4.005,0.087,112.486,0.495,7,204293
"Happy - Live At Madison Square Garden, USA / 2003",Live Licks,1/11/2004,9,0.0736,0.337,0.957,0.00175,0.955,-3.287,0.104,136.411,0.583,5,217533
Gimme Shelter - Live Licks Tour,Live Licks,1/11/2004,10,0.253,0.402,0.971,0.00104,0.721,-3.678,0.0696,119.734,0.269,10,410240
"(I Can't Get No) Satisfaction - Live At Madison Square Garden, USA / 2003",Live Licks,1/11/2004,11,0.024,0.297,0.97,0.00521,0.951,-3.571,0.056,142.146,0.533,7,294933
"Neighbours - Live At Olympia, Paris, France / 2003",Live Licks,1/11/2004,1,0.0463,0.286,0.978,0.0296,0.963,-3.62,0.257,156.641,0.242,3,220866
"Monkey Man - Live At Madison Square Garden, USA / 2003",Live Licks,1/11/2004,2,0.0615,0.394,0.946,0.0135,0.771,-4.406,0.0599,100.917,0.262,6,220866
Rocks Off - Live Licks Tour,Live Licks,1/11/2004,3,0.0757,0.356,0.986,0.000574,0.979,-3.855,0.153,142.645,0.19,4,221800
"Can't You Hear Me Knocking - Live At The Wiltern Theatre, Los Angeles, USA / 2002",Live Licks,1/11/2004,4,0.0789,0.402,0.882,0.103,0.967,-5.275,0.0413,149.993,0.674,8,602226
"That's How Strong My Love Is - Live At Olympia, Paris, France / 2003",Live Licks,1/11/2004,5,0.292,0.302,0.835,0.000129,0.976,-4.306,0.0762,180.912,0.638,4,284906
"The Nearness Of You - Live At Olympia, Paris, France / 2003",Live Licks,1/11/2004,6,0.429,0.328,0.575,2.31e-05,0.812,-7.31,0.0276,78.24,0.328,3,274426
Beast Of Burden - Live Licks Tour,Live Licks,1/11/2004,7,0.126,0.561,0.921,2.61e-05,0.946,-4.328,0.0393,99.147,0.598,6,248773
"When The Whip Comes Down - Live At Madison Square Garden, USA / 2003",Live Licks,1/11/2004,8,0.0231,0.332,0.993,0.00645,0.957,-3.196,0.213,149.355,0.199,3,268466
"Rock Me, Baby - Live At The Wiltern Theatre, Los Angeles, USA / 2002",Live Licks,1/11/2004,9,0.277,0.316,0.928,"7,00E-05",0.972,-4.196,0.0819,93.713,0.577,3,230400
"You Don't Have To Mean It - Live At The Wiltern Theatre, Los Angeles, USA / 2002",Live Licks,1/11/2004,10,0.0803,0.533,0.81,0.0,0.948,-6.048,0.045,121.27,0.603,3,274800
"Worried About You - Live At Olympia, Paris, France / 2003",Live Licks,1/11/2004,11,0.661,0.406,0.667,0.00055,0.468,-6.574,0.0519,92.191,0.299,4,360893
"Everybody Needs Somebody To Love - Live At The Wiltern Theatre, Los Angeles, USA / 2002",Live Licks,1/11/2004,12,0.293,0.264,0.967,0.000216,0.768,-3.668,0.231,187.064,0.228,5,394733
Neighbours - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,1/11/2004,1,0.0462,0.292,0.985,0.0259,0.969,-2.458,0.24,156.543,0.206,18,220560
Monkey Man - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,1/11/2004,2,0.0702,0.214,0.96,0.0108,0.762,-3.1,0.0695,201.901,0.269,23,221000
Rocks Off - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,1/11/2004,3,0.0727,0.342,0.99,8.61e-05,0.964,-2.457,0.158,142.616,0.193,20,221866
Can't You Hear Me Knocking - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,1/11/2004,4,0.0611,0.405,0.909,0.109,0.98,-3.834,0.0413,149.819,0.656,25,602333
That's How Strong My Love Is - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,1/11/2004,5,0.329,0.298,0.857,0.000267,0.976,-3.417,0.0808,181.995,0.637,21,284906
The Nearness Of You - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,1/11/2004,6,0.412,0.328,0.589,6.31e-05,0.67,-6.759,0.0291,80.367,0.287,18,274426
Beast Of Burden - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,1/11/2004,7,0.114,0.295,0.938,2.11e-05,0.927,-3.148,0.0778,197.808,0.605,29,248666
When The Whip Comes Down - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,1/11/2004,8,0.0196,0.304,0.995,0.0127,0.943,-2.077,0.215,149.456,0.182,16,268506
"Rock Me, Baby - Live Licks Tour - 2009 Re-Mastered Digital Version",Live Licks,1/11/2004,9,0.25,0.258,0.937,7.81e-05,0.964,-3.248,0.108,191.234,0.593,20,230466
You Don't Have To Mean It - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,1/11/2004,10,0.125,0.533,0.86,0.0,0.93,-4.713,0.048,121.313,0.594,17,274800
Worried About You - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,1/11/2004,11,0.666,0.386,0.735,0.000569,0.47,-4.601,0.0525,87.02,0.301,20,360893
Everybody Needs Somebody To Love - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,1/11/2004,12,0.344,0.265,0.975,1.6e-05,0.85,-2.452,0.208,187.299,0.215,21,394306
Brown Sugar - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,1/11/2004,1,0.0321,0.374,0.982,0.0062,0.819,-3.552,0.135,139.075,0.304,24,230226
Street Fighting Man - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,1/11/2004,2,0.0664,0.232,0.991,0.639,0.979,-2.749,0.138,144.031,0.178,22,223466
Paint It Black - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,1/11/2004,3,0.0442,0.2,0.974,0.000844,0.989,-3.546,0.118,158.729,0.295,25,224666
You Can't Always Get What You Want - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,1/11/2004,4,0.144,0.254,0.895,0.00626,0.994,-3.8,0.0769,172.848,0.461,24,405706
Start Me Up - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,1/11/2004,5,0.136,0.455,0.986,0.0175,0.98,-2.159,0.0993,130.301,0.518,37,242226
It's Only Rock 'n' Roll (But I Like It) - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,1/11/2004,6,0.166,0.372,0.982,0.00569,0.973,-2.956,0.165,140.288,0.488,23,294266
Angie - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,1/11/2004,7,0.198,0.467,0.795,0.0,0.932,-4.69,0.0334,79.819,0.405,36,209173
Honky Tonk Women - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,1/11/2004,8,0.365,0.484,0.976,1.7e-05,0.967,-2.907,0.0868,112.469,0.508,32,204293
Happy - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,1/11/2004,9,0.0608,0.331,0.953,0.000535,0.958,-2.296,0.0717,136.351,0.58,21,217506
Gimme Shelter - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,1/11/2004,10,0.271,0.386,0.976,0.00143,0.717,-2.631,0.0717,119.666,0.235,36,410266
(I Can't Get No) Satisfaction - Live Licks Tour / Remastered 2009,Live Licks,1/11/2004,11,0.0337,0.29,0.979,0.00367,0.956,-2.83,0.0634,142.111,0.53,36,294933
Flip The Switch,Bridges To Babylon,29/9/1997,1,0.000114,0.384,0.908,0.00235,0.296,-5.242,0.0509,163.147,0.603,21,207226
Anybody Seen My Baby?,Bridges To Babylon,29/9/1997,2,0.00325,0.617,0.699,0.00088,0.269,-5.123,0.0308,105.07,0.487,48,271173
Low Down,Bridges To Babylon,29/9/1997,3,0.0028,0.485,0.932,1.1e-05,0.106,-4.8,0.0468,116.247,0.652,20,264000
Already Over Me,Bridges To Babylon,29/9/1997,4,0.115,0.484,0.47,0.000228,0.41,-6.494,0.0251,74.254,0.178,20,324066
Gunface,Bridges To Babylon,29/9/1997,5,0.000831,0.501,0.892,0.000394,0.0626,-5.191,0.0554,98.474,0.601,18,302133
You Don't Have To Mean It,Bridges To Babylon,29/9/1997,6,0.274,0.691,0.668,0.0,0.0866,-7.205,0.0359,129.724,0.899,18,222640
Out Of Control,Bridges To Babylon,29/9/1997,7,0.318,0.742,0.531,0.0373,0.558,-8.681,0.0436,122.221,0.736,22,283440
Saint Of Me,Bridges To Babylon,29/9/1997,8,0.00493,0.677,0.9,0.0663,0.0886,-6.565,0.049,121.54,0.529,23,314666
Might As Well Get Juiced,Bridges To Babylon,29/9/1997,9,0.00276,0.478,0.888,0.0588,0.18,-7.15,0.0743,169.245,0.571,16,323293
Always Suffering,Bridges To Babylon,29/9/1997,10,0.223,0.317,0.492,6.59e-06,0.192,-8.789,0.0317,177.591,0.176,17,283840
Too Tight,Bridges To Babylon,29/9/1997,11,0.000243,0.338,0.899,0.386,0.154,-5.51,0.0464,150.49,0.575,18,213666
Thief In The Night,Bridges To Babylon,29/9/1997,12,0.25,0.527,0.552,0.000797,0.349,-8.38,0.0246,90.529,0.589,15,315866
How Can I Stop,Bridges To Babylon,29/9/1997,13,0.676,0.536,0.303,0.00661,0.192,-11.531,0.027,139.427,0.186,16,414440
Flip The Switch - Remastered,Bridges To Babylon (Remastered),29/9/1997,1,0.000119,0.388,0.928,0.00162,0.364,-4.504,0.0495,163.15,0.594,31,207466
Anybody Seen My Baby? - Remastered,Bridges To Babylon (Remastered),29/9/1997,2,0.00286,0.605,0.742,0.00105,0.256,-4.363,0.0327,105.04,0.47,61,271160
Low Down - Remastered,Bridges To Babylon (Remastered),29/9/1997,3,0.00296,0.476,0.943,7.76e-06,0.146,-4.058,0.0511,116.263,0.607,28,264306
Already Over Me - Remastered,Bridges To Babylon (Remastered),29/9/1997,4,0.142,0.48,0.481,0.000269,0.43,-5.823,0.0259,73.188,0.179,30,324466
Gunface - Remastered,Bridges To Babylon (Remastered),29/9/1997,5,0.000932,0.491,0.905,0.000253,0.0578,-4.511,0.0571,98.459,0.618,27,302133
You Don't Have To Mean It - Remastered,Bridges To Babylon (Remastered),29/9/1997,6,0.275,0.683,0.681,0.0,0.0675,-6.493,0.0386,129.679,0.901,27,223826
Out Of Control,Bridges To Babylon (Remastered),29/9/1997,7,0.325,0.742,0.56,0.0378,0.538,-7.905,0.0424,122.202,0.715,44,283840
Saint Of Me,Bridges To Babylon (Remastered),29/9/1997,8,0.0049,0.671,0.918,0.0443,0.0895,-5.775,0.0504,121.541,0.494,43,314626
Might As Well Get Juiced - Remastered,Bridges To Babylon (Remastered),29/9/1997,9,0.00331,0.467,0.905,0.0504,0.195,-6.441,0.0785,169.387,0.565,25,323133
Always Suffering - Remastered,Bridges To Babylon (Remastered),29/9/1997,10,0.197,0.313,0.506,2.44e-06,0.197,-8.054,0.0312,175.849,0.161,27,283800
Too Tight - Remastered,Bridges To Babylon (Remastered),29/9/1997,11,0.000294,0.331,0.912,0.367,0.127,-4.828,0.0453,150.397,0.582,31,214706
Thief In The Night - Remastered,Bridges To Babylon (Remastered),29/9/1997,12,0.282,0.517,0.565,0.000604,0.379,-7.602,0.0245,90.639,0.588,27,316226
How Can I Stop - Remastered,Bridges To Babylon (Remastered),29/9/1997,13,0.705,0.546,0.314,0.00689,0.199,-10.795,0.0262,139.413,0.167,27,413600
Street Fighting Man - Live / Remastered 2009,Stripped,13/1/1995,1,0.224,0.464,0.976,0.185,0.762,-3.993,0.065,128.024,0.696,28,220600
Like A Rolling Stone - Live / Remastered 2009,Stripped,13/1/1995,2,0.0176,0.214,0.943,0.000251,0.953,-3.932,0.118,205.526,0.333,43,338933
Not Fade Away - Live / Remastered 2009,Stripped,13/1/1995,3,0.141,0.665,0.799,0.485,0.43,-8.92,0.0301,95.451,0.969,26,186293
Shine A Light - Live / Remastered 2009,Stripped,13/1/1995,4,0.411,0.38,0.717,5.28e-05,0.841,-6.265,0.0429,83.325,0.451,29,278200
The Spider And The Fly - Live / Remastered 2009,Stripped,13/1/1995,5,0.665,0.631,0.499,0.0145,0.352,-11.745,0.0495,92.735,0.567,28,208600
I'm Free - Live / Remastered 2009,Stripped,13/1/1995,6,0.264,0.719,0.717,6.31e-05,0.162,-7.232,0.0329,107.448,0.606,30,192666
Wild Horses - Live / Remastered 2009,Stripped,13/1/1995,7,0.551,0.566,0.47,2.57e-05,0.1,-8.819,0.0281,73.026,0.203,35,309400
Let It Bleed - Live / Remastered 2009,Stripped,13/1/1995,8,0.332,0.628,0.943,7.6e-06,0.332,-4.683,0.0426,122.198,0.826,29,255933
Dead Flowers - Live / Remastered 2009,Stripped,13/1/1995,9,0.416,0.531,0.946,0.0,0.95,-5.249,0.0485,136.485,0.768,34,252106
Slipping Away - Live / Remastered 2009,Stripped,13/1/1995,10,0.617,0.602,0.489,0.00208,0.106,-9.814,0.0284,94.471,0.533,26,295160
Angie - Live / Remastered 2009,Stripped,13/1/1995,11,0.453,0.475,0.648,0.0,0.246,-6.889,0.0286,78.393,0.387,33,208933
Love In Vain - Live / Remastered 2009,Stripped,13/1/1995,12,0.434,0.48,0.434,0.0109,0.158,-9.816,0.0289,83.516,0.338,26,331440
Sweet Virginia - Live / Remastered 2009,Stripped,13/1/1995,13,0.356,0.461,0.718,1.07e-05,0.182,-6.209,0.0408,110.22,0.387,31,255626
Little Baby - Live / Remastered 2009,Stripped,13/1/1995,14,0.466,0.519,0.719,0.000878,0.237,-7.218,0.0457,141.392,0.861,24,240533
"Street Fighting Man - Live In Amsterdam, Netherlands / 1995",Stripped,13/1/1995,1,0.224,0.461,0.973,0.175,0.914,-4.086,0.0649,128.066,0.693,9,219760
"Like A Rolling Stone - Live In London, England / 1995",Stripped,13/1/1995,2,0.0143,0.454,0.938,0.000236,0.941,-3.995,0.0531,101.745,0.372,14,338933
"Not Fade Away - Live In Lisbon, Portugal / 1995",Stripped,13/1/1995,3,0.142,0.664,0.796,0.466,0.461,-8.985,0.0309,95.447,0.969,7,186240
"Shine A Light - Live In Amsterdam, Netherlands / 1995",Stripped,13/1/1995,4,0.398,0.376,0.723,3.4e-05,0.821,-6.363,0.0449,80.686,0.465,7,278333
"The Spider And The Fly - Live In Tokyo, Japan / 1995",Stripped,13/1/1995,5,0.698,0.634,0.491,0.0165,0.346,-11.826,0.0512,92.721,0.574,7,208493
"I'm Free - Live In Lisbon, Portugal / 1995",Stripped,13/1/1995,6,0.262,0.716,0.701,4.78e-05,0.257,-7.352,0.0308,107.449,0.633,6,192666
"Wild Horses - Live In Tokyo, Japan / 1995",Stripped,13/1/1995,7,0.58,0.543,0.473,3.28e-05,0.108,-8.969,0.0286,72.531,0.221,14,309373
"Let It Bleed - Live In Paris, France / 1995",Stripped,13/1/1995,8,0.36,0.638,0.944,6.82e-06,0.337,-4.765,0.0426,122.234,0.842,7,255066
"Dead Flowers - Live In London, England / 1995",Stripped,13/1/1995,9,0.421,0.534,0.937,0.0,0.975,-5.339,0.0494,136.384,0.82,9,253000
"Slipping Away - Live In Tokyo, Japan / 1995",Stripped,13/1/1995,10,0.646,0.607,0.481,0.00124,0.0856,-9.955,0.028,94.412,0.546,6,295160
"Angie - Live In Paris, France / 1995",Stripped,13/1/1995,11,0.418,0.455,0.642,0.0,0.26,-6.978,0.028,77.952,0.422,10,208906
"Love In Vain - Live In Tokyo, Japan / 1995",Stripped,13/1/1995,12,0.421,0.422,0.424,0.0215,0.151,-9.928,0.032,165.023,0.342,6,331560
"Sweet Virginia - Live In Lisbon, Portugal / 1995",Stripped,13/1/1995,13,0.393,0.49,0.713,1.35e-05,0.213,-6.317,0.0385,110.198,0.443,8,255506
"Little Baby - Live In Tokyo, Japan / 1995",Stripped,13/1/1995,14,0.453,0.524,0.709,0.000604,0.16,-7.37,0.0433,141.346,0.863,6,240666
Love Is Strong,Voodoo Lounge (Remastered 2009),11/7/1994,1,0.0169,0.53,0.855,0.238,0.0628,-5.116,0.0461,110.14,0.511,53,228866
You Got Me Rocking,Voodoo Lounge (Remastered 2009),11/7/1994,2,0.000947,0.501,0.789,0.0361,0.267,-3.633,0.0372,126.253,0.653,44,216133
Sparks Will Fly - Remastered,Voodoo Lounge (Remastered 2009),11/7/1994,3,0.00589,0.426,0.956,0.00174,0.284,-4.151,0.102,154.886,0.664,32,195466
The Worst - Remastered,Voodoo Lounge (Remastered 2009),11/7/1994,4,0.147,0.486,0.451,0.000541,0.295,-10.86,0.033,69.393,0.24,33,144866
New Faces - Remastered,Voodoo Lounge (Remastered 2009),11/7/1994,5,0.357,0.531,0.48,0.0,0.333,-10.536,0.0268,110.446,0.664,30,171760
Moon Is Up - Remastered,Voodoo Lounge (Remastered 2009),11/7/1994,6,0.0808,0.649,0.645,0.171,0.161,-8.184,0.0275,116.135,0.559,32,220306
Out Of Tears,Voodoo Lounge (Remastered 2009),11/7/1994,7,0.378,0.388,0.472,0.000934,0.135,-7.121,0.0285,144.354,0.137,42,327600
I Go Wild - Remastered,Voodoo Lounge (Remastered 2009),11/7/1994,8,0.0324,0.482,0.975,0.0199,0.31,-3.096,0.0977,108.974,0.47,31,264000
Brand New Car - Remastered,Voodoo Lounge (Remastered 2009),11/7/1994,9,0.0117,0.646,0.795,0.000627,0.395,-6.344,0.0532,118.891,0.773,29,254000
Sweethearts Together - Remastered,Voodoo Lounge (Remastered 2009),11/7/1994,10,0.0643,0.667,0.574,2.52e-05,0.153,-7.793,0.0271,127.325,0.632,30,285640
Suck On The Jugular - Remastered,Voodoo Lounge (Remastered 2009),11/7/1994,11,0.0974,0.477,0.896,0.0526,0.0521,-5.999,0.0644,102.591,0.726,27,266533
Blinded By Rainbows - Remastered,Voodoo Lounge (Remastered 2009),11/7/1994,12,0.688,0.332,0.472,0.000556,0.116,-8.183,0.0424,89.811,0.261,37,273906
Baby Break It Down - Remastered,Voodoo Lounge (Remastered 2009),11/7/1994,13,0.0859,0.427,0.756,2.97e-06,0.137,-5.732,0.0362,199.393,0.745,27,248226
Thru and Thru - Remastered,Voodoo Lounge (Remastered 2009),11/7/1994,14,0.722,0.386,0.316,1.22e-05,0.0862,-9.595,0.0308,83.51,0.191,38,361093
Mean Disposition - Remastered,Voodoo Lounge (Remastered 2009),11/7/1994,15,0.126,0.358,0.914,0.379,0.203,-5.723,0.051,183.848,0.83,25,248506
Continental Drift - Live,Flashpoint,2/4/1991,1,0.0195,0.296,0.735,0.725,0.692,-22.301,0.0469,107.788,0.2,0,27693
"Start Me Up - Live At Death Valley Stadium, South Carolina, USA / 1989",Flashpoint,2/4/1991,2,0.138,0.548,0.988,0.522,0.986,-5.896,0.0629,132.508,0.826,7,234106
"Sad Sad Sad - Live At Atlantic City Convention Centre, USA / 1989",Flashpoint,2/4/1991,3,0.191,0.358,0.981,0.348,0.921,-6.299,0.0675,158.348,0.607,4,213066
"Miss You - Live At The Gatorbowl, Florida, USA / 1989",Flashpoint,2/4/1991,4,0.182,0.609,0.942,0.121,0.994,-7.152,0.0633,121.014,0.71,8,355026
