name,album,release_date,track_number,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
"Please Accept My Love - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),4/9/1970,20,0.114,0.356,0.542,0.0,0.282,-10.208,0.0638,93.427,0.403,13,290453
"Gimme Some Loving - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),4/9/1970,21,0.782,0.557,0.796,0.812,0.442,-9.312,0.0368,88.698,0.779,16,49960
"Sweet Soul Music - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),4/9/1970,22,0.403,0.617,0.868,0.000264,0.806,-7.578,0.0955,90.521,0.495,19,76546
"Son Of A Preacher Man - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),4/9/1970,23,0.301,0.433,0.667,0.0,0.534,-8.707,0.0802,85.883,0.854,37,169693
"Proud Mary - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),4/9/1970,24,0.242,0.396,0.82,0.00439,0.704,-6.727,0.0362,161.9,0.767,21,187040
"I've Been Loving You Too Long - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),4/9/1970,25,0.357,0.337,0.357,1.43e-06,0.607,-10.567,0.0635,78.897,0.0493,15,340626
"Come Together - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),4/9/1970,26,0.343,0.41,0.739,0.000695,0.588,-6.758,0.0456,171.746,0.502,19,216226
"Land Of A Thousand Dances - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),4/9/1970,27,0.205,0.397,0.858,0.396,0.387,-7.034,0.0409,106.948,0.826,16,160280
Gimme Shelter - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),5/12/1969,1,0.533,0.646,0.62,0.024,0.148,-8.468,0.032,118.579,0.515,49,270093
Love In Vain - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),5/12/1969,2,0.242,0.376,0.478,0.0089,0.117,-11.317,0.0374,182.535,0.289,41,259079
Country Honk - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),5/12/1969,3,0.672,0.531,0.777,8.06e-06,0.308,-10.516,0.0504,121.11,0.864,34,187853
Live With Me - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),5/12/1969,4,0.0078,0.676,0.666,0.0393,0.0843,-8.952,0.0339,129.593,0.936,33,213026
Let It Bleed - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),5/12/1969,5,0.433,0.56,0.7,0.00334,0.17,-7.765,0.0291,116.235,0.85,38,327826
Midnight Rambler - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),5/12/1969,6,0.724,0.497,0.649,1.11e-05,0.287,-10.091,0.0702,129.845,0.527,36,412253
You Got The Silver - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),5/12/1969,7,0.725,0.459,0.388,0.0224,0.141,-10.474,0.0398,94.636,0.592,33,170973
Monkey Man - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),5/12/1969,8,0.41,0.417,0.772,0.0282,0.0842,-8.913,0.036,102.325,0.497,38,251960
You Can't Always Get What You Want - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),5/12/1969,9,0.641,0.332,0.652,6.4e-05,0.122,-9.099,0.0588,90.184,0.515,43,450013
Gimme Shelter,Let It Bleed,5/12/1969,1,0.464,0.633,0.649,0.0363,0.17,-8.272,0.0311,118.629,0.457,31,270760
Love In Vain,Let It Bleed,5/12/1969,2,0.249,0.378,0.467,0.006,0.114,-11.822,0.0358,180.225,0.272,12,259106
Country Honk,Let It Bleed,5/12/1969,3,0.627,0.53,0.763,1.54e-05,0.276,-10.939,0.0509,120.97,0.872,13,187466
Live With Me,Let It Bleed,5/12/1969,4,0.00646,0.673,0.632,0.035,0.0808,-9.959,0.0335,129.591,0.942,11,213133
Let It Bleed,Let It Bleed,5/12/1969,5,0.434,0.557,0.688,0.00106,0.277,-8.241,0.0291,116.229,0.86,13,327866
Midnight Rambler,Let It Bleed,5/12/1969,6,0.776,0.489,0.658,3.42e-06,0.243,-10.287,0.0866,129.006,0.551,14,412760
You Got The Silver,Let It Bleed,5/12/1969,7,0.741,0.477,0.378,0.0237,0.139,-11.108,0.0422,139.45,0.551,11,170400
Monkey Man,Let It Bleed,5/12/1969,8,0.517,0.414,0.772,0.0634,0.0849,-9.324,0.035,102.113,0.533,13,251466
You Can't Always Get What You Want,Let It Bleed,5/12/1969,9,0.652,0.313,0.625,6.4e-05,0.258,-9.631,0.0651,84.044,0.487,27,448760
Gimme Shelter,Let It Bleed,5/12/1969,1,0.447,0.634,0.63,0.039,0.17,-8.277,0.031,118.628,0.489,76,270773
Love In Vain,Let It Bleed,5/12/1969,2,0.278,0.371,0.482,0.00468,0.116,-11.795,0.0355,184.36,0.295,42,259106
Country Honk,Let It Bleed,5/12/1969,3,0.627,0.531,0.759,7.04e-06,0.351,-10.992,0.0521,120.96,0.888,40,187466
Live With Me,Let It Bleed,5/12/1969,4,0.00869,0.681,0.633,0.049,0.0848,-9.997,0.0352,129.591,0.954,39,213133
Let It Bleed,Let It Bleed,5/12/1969,5,0.433,0.558,0.684,0.00293,0.226,-8.246,0.0288,116.232,0.867,50,327880
Midnight Rambler,Let It Bleed,5/12/1969,6,0.772,0.403,0.658,3.96e-06,0.166,-10.285,0.118,75.488,0.512,48,412760
You Got The Silver,Let It Bleed,5/12/1969,7,0.756,0.471,0.371,0.0272,0.137,-11.123,0.0423,143.892,0.543,42,170373
Monkey Man,Let It Bleed,5/12/1969,8,0.507,0.406,0.768,0.0473,0.0825,-9.321,0.0374,99.855,0.55,50,251453
You Can't Always Get What You Want,Let It Bleed,5/12/1969,9,0.64,0.32,0.62,6.36e-05,0.253,-9.686,0.0594,86.327,0.472,67,448720
Sympathy For The Devil - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),6/12/1968,1,0.518,0.702,0.668,0.0,0.0588,-9.237,0.214,116.063,0.561,73,378146
No Expectations - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),6/12/1968,2,0.536,0.302,0.275,0.00959,0.118,-12.281,0.0306,182.368,0.293,44,237000
Dear Doctor - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),6/12/1968,3,0.0953,0.604,0.453,1.61e-05,0.142,-8.273,0.0307,126.453,0.422,37,201946
Parachute Woman - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),6/12/1968,4,0.455,0.519,0.63,0.367,0.168,-7.518,0.0647,114.416,0.839,37,140146
Jigsaw Puzzle - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),6/12/1968,5,0.237,0.41,0.677,6.44e-06,0.0695,-8.984,0.0454,113.606,0.769,37,366880
Street Fighting Man - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),6/12/1968,6,0.1,0.583,0.855,0.0177,0.262,-7.213,0.0333,128.178,0.69,56,195146
Prodigal Son - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),6/12/1968,7,0.435,0.627,0.597,0.00734,0.128,-9.095,0.0558,108.286,0.0938,37,171946
Stray Cat Blues - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),6/12/1968,8,0.0031,0.349,0.831,0.00916,0.0882,-6.425,0.0514,104.747,0.428,41,278013
Factory Girl - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),6/12/1968,9,0.203,0.443,0.462,1.22e-06,0.142,-9.74,0.0351,177.096,0.447,37,129933
Salt Of The Earth - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),6/12/1968,10,0.155,0.389,0.777,2.62e-06,0.141,-6.534,0.0404,96.902,0.365,38,289533
Sympathy For The Devil,Beggars Banquet,6/12/1968,1,0.604,0.658,0.675,0.0,0.0428,-10.967,0.242,115.574,0.587,45,377760
No Expectations,Beggars Banquet,6/12/1968,2,0.588,0.473,0.274,0.0124,0.125,-13.001,0.027,92.424,0.281,12,235933
Dear Doctor,Beggars Banquet,6/12/1968,3,0.149,0.597,0.449,0.0,0.204,-8.748,0.0318,126.164,0.461,8,201600
Parachute Woman,Beggars Banquet,6/12/1968,4,0.438,0.526,0.601,0.259,0.099,-9.729,0.0435,113.666,0.858,9,139933
Jigsaw Puzzle,Beggars Banquet,6/12/1968,5,0.328,0.4,0.645,5.63e-06,0.0653,-10.85,0.0435,114.004,0.747,8,365426
Street Fighting Man,Beggars Banquet,6/12/1968,6,0.0117,0.563,0.756,0.00889,0.215,-10.069,0.0314,128.123,0.751,20,194773
Prodigal Son,Beggars Banquet,6/12/1968,7,0.544,0.613,0.556,0.00281,0.128,-10.682,0.0575,108.167,0.083,7,170573
Stray Cat Blues,Beggars Banquet,6/12/1968,8,0.0167,0.344,0.795,0.00592,0.0849,-9.367,0.0476,104.944,0.401,10,277133
Factory Girl,Beggars Banquet,6/12/1968,9,0.408,0.481,0.408,0.0,0.132,-11.801,0.0365,150.476,0.472,7,128226
Salt Of The Earth,Beggars Banquet,6/12/1968,10,0.299,0.372,0.786,4.54e-06,0.282,-7.47,0.046,97.394,0.379,7,287466
Sing This All Together,Their Satanic Majesties Request,8/12/1967,1,0.756,0.582,0.721,0.000888,0.5,-12.072,0.0475,121.929,0.549,6,227533
Citadel,Their Satanic Majesties Request,8/12/1967,2,0.0484,0.298,0.59,5.77e-05,0.0964,-10.412,0.0396,114.813,0.61,7,170826
In Another Land,Their Satanic Majesties Request,8/12/1967,3,0.528,0.309,0.515,0.000421,0.398,-12.931,0.0373,99.842,0.367,6,193573
2000 Man,Their Satanic Majesties Request,8/12/1967,4,0.0161,0.452,0.485,0.0597,0.442,-8.128,0.0445,122.318,0.52,8,187706
Sing This All Together (See What Happens),Their Satanic Majesties Request,8/12/1967,5,0.784,0.486,0.829,0.262,0.129,-12.982,0.0973,126.218,0.191,4,513600
She's A Rainbow - Full Version / With Intro,Their Satanic Majesties Request,8/12/1967,6,0.488,0.458,0.798,0.0214,0.488,-9.135,0.042,109.143,0.533,20,275160
The Lantern,Their Satanic Majesties Request,8/12/1967,7,0.566,0.377,0.354,0.00939,0.0831,-13.901,0.0326,98.194,0.263,5,262906
Gomper,Their Satanic Majesties Request,8/12/1967,8,0.748,0.369,0.535,0.609,0.158,-12.389,0.0359,127.239,0.263,4,308840
2000 Light Years From Home,Their Satanic Majesties Request,8/12/1967,9,0.00256,0.325,0.63,0.00611,0.14,-13.65,0.0475,122.307,0.291,10,284960
On With The Show,Their Satanic Majesties Request,8/12/1967,10,0.674,0.515,0.859,4.55e-06,0.389,-11.294,0.18,114.361,0.65,4,221226
Sing This All Together - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),8/12/1967,1,0.723,0.577,0.815,0.000169,0.547,-9.603,0.0569,121.915,0.461,29,226600
Citadel - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),8/12/1967,2,0.0148,0.247,0.66,0.000286,0.0884,-7.631,0.0369,114.801,0.612,41,170840
In Another Land - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),8/12/1967,3,0.403,0.301,0.637,0.000333,0.345,-10.152,0.0394,100.082,0.321,30,195280
2000 Man - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),8/12/1967,4,0.00164,0.424,0.555,0.0243,0.462,-5.45,0.0408,122.232,0.31,44,187626
Sing This All Together (See What Happens) - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),8/12/1967,5,0.707,0.484,0.867,0.0851,0.117,-10.248,0.0897,126.16,0.203,25,513813
She’s A Rainbow - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),8/12/1967,6,0.547,0.466,0.81,0.017,0.431,-7.669,0.0411,109.16,0.58,45,274933
The Lantern - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),8/12/1967,7,0.466,0.407,0.399,0.0098,0.0806,-12.781,0.0325,98.634,0.29,28,263560
Gomper - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),8/12/1967,8,0.756,0.36,0.595,0.618,0.144,-10.074,0.0337,134.097,0.273,25,308746
2000 Light Years From Home - Stereo / Remastered,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),8/12/1967,9,0.00171,0.347,0.679,0.00477,0.158,-11.91,0.0466,122.269,0.275,39,284893
On With The Show - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),8/12/1967,10,0.659,0.51,0.882,4.71e-06,0.38,-10.384,0.193,114.386,0.653,25,221386
Sing This All Together - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),8/12/1967,1,0.714,0.551,0.817,0.0026,0.615,-9.237,0.0443,121.997,0.517,20,226426
Citadel - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),8/12/1967,2,0.0578,0.279,0.674,3.16e-06,0.107,-7.065,0.037,113.436,0.538,23,171040
In Another Land - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),8/12/1967,3,0.489,0.313,0.722,8.48e-06,0.331,-9.193,0.0462,99.476,0.323,19,193493
2000 Man - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),8/12/1967,4,0.0878,0.441,0.54,0.00116,0.391,-7.423,0.051,121.754,0.566,21,188173
Sing This All Together (See What Happens) - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),8/12/1967,5,0.743,0.461,0.862,0.045,0.106,-9.889,0.11,125.964,0.138,17,519266
She's A Rainbow - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),8/12/1967,6,0.726,0.438,0.757,0.00167,0.433,-7.443,0.0439,108.839,0.569,25,275800
The Lantern - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),8/12/1967,7,0.4,0.398,0.504,0.0187,0.0704,-9.04,0.0322,98.459,0.295,17,265640
Gomper - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),8/12/1967,8,0.757,0.387,0.665,0.714,0.0974,-7.49,0.0347,126.789,0.194,16,310200
2000 Light Years From Home - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),8/12/1967,9,0.00322,0.341,0.706,9.89e-05,0.115,-10.117,0.0627,122.953,0.237,18,284653
On With The Show - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),8/12/1967,10,0.704,0.51,0.918,1.19e-05,0.428,-8.36,0.153,113.995,0.552,15,222320
Ruby Tuesday,Flowers,26/6/1967,1,0.823,0.509,0.553,1.81e-06,0.216,-10.892,0.0289,104.48,0.502,17,196706
"Have You Seen Your Mother, Baby, Standing In The Shadow? - Mono Version",Flowers,26/6/1967,2,0.254,0.387,0.84,0.77,0.237,-5.63,0.0374,100.395,0.468,10,154013
Let's Spend The Night Together,Flowers,26/6/1967,3,0.678,0.558,0.795,0.0,0.238,-7.853,0.0521,140.823,0.562,17,215693
Lady Jane - Stereo Version,Flowers,26/6/1967,4,0.52,0.603,0.303,9.61e-05,0.0913,-16.415,0.0323,103.131,0.322,8,187466
Out Of Time - Edit Version,Flowers,26/6/1967,5,0.55,0.663,0.709,0.0,0.0856,-9.371,0.0896,125.503,0.61,12,221240
My Girl,Flowers,26/6/1967,6,0.687,0.588,0.576,0.114,0.312,-7.827,0.0372,110.272,0.752,13,157933
Back Street Girl,Flowers,26/6/1967,7,0.0172,0.521,0.246,0.0,0.0967,-12.915,0.0269,77.352,0.521,5,206773
Please Go Home,Flowers,26/6/1967,8,0.562,0.491,0.696,0.000476,0.156,-9.768,0.0453,112.003,0.75,3,197200
Mother's Little Helper,Flowers,26/6/1967,9,0.062,0.6,0.619,4.57e-05,0.323,-7.168,0.0283,101.106,0.716,13,166266
Take It Or Leave It,Flowers,26/6/1967,10,0.155,0.645,0.533,5.11e-05,0.284,-12.594,0.0276,104.389,0.781,3,166106
Ride On Baby,Flowers,26/6/1967,11,0.393,0.555,0.663,0.0,0.234,-9.956,0.0296,131.221,0.851,4,172533
Sittin' On A Fence,Flowers,26/6/1967,12,0.251,0.63,0.454,0.000112,0.124,-10.048,0.0244,101.591,0.672,4,182800
Ruby Tuesday,Flowers,26/6/1967,1,0.823,0.523,0.56,1.89e-06,0.204,-10.781,0.0286,104.582,0.504,34,196813
"Have You Seen Your Mother, Baby, Standing In The Shadow? - Mono Version",Flowers,26/6/1967,2,0.283,0.373,0.834,0.769,0.235,-5.49,0.0366,100.54,0.486,34,154000
Let's Spend The Night Together,Flowers,26/6/1967,3,0.689,0.566,0.795,0.0,0.249,-7.755,0.0498,140.859,0.572,41,215760
Lady Jane - Mono Version,Flowers,26/6/1967,4,0.546,0.336,0.315,8.95e-05,0.0809,-16.325,0.0427,204.996,0.293,27,187506
Out Of Time - Edit Version,Flowers,26/6/1967,5,0.569,0.656,0.71,0.0,0.0794,-9.275,0.0982,125.869,0.667,34,221306
My Girl,Flowers,26/6/1967,6,0.679,0.589,0.567,0.175,0.335,-7.774,0.0342,110.531,0.731,36,158133
Back Street Girl,Flowers,26/6/1967,7,0.0182,0.527,0.248,0.0,0.0986,-12.781,0.027,77.397,0.515,28,206773
Please Go Home,Flowers,26/6/1967,8,0.571,0.494,0.7,0.000224,0.161,-9.661,0.0478,112.031,0.704,23,197306
Mother's Little Helper,Flowers,26/6/1967,9,0.0585,0.602,0.652,2.04e-05,0.317,-6.974,0.0281,101.083,0.685,32,166346
Take It Or Leave It,Flowers,26/6/1967,10,0.153,0.646,0.54,6.63e-05,0.285,-12.483,0.0277,104.4,0.753,24,166213
Ride On Baby,Flowers,26/6/1967,11,0.364,0.55,0.671,0.0,0.24,-9.861,0.0302,131.218,0.853,26,172600
Sittin' On A Fence,Flowers,26/6/1967,12,0.243,0.631,0.455,6.51e-05,0.141,-9.942,0.0251,101.881,0.631,30,182853
Yesterday's Papers,Between The Buttons,20/1/1967,1,0.148,0.601,0.565,0.0,0.246,-8.169,0.0279,139.798,0.259,1,123666
My Obsession,Between The Buttons,20/1/1967,2,0.271,0.646,0.807,1.02e-06,0.0417,-9.094,0.122,144.095,0.533,1,196666
Back Street Girl,Between The Buttons,20/1/1967,3,0.0189,0.412,0.242,0.0,0.0938,-12.927,0.0275,154.489,0.548,1,206973
Connection,Between The Buttons,20/1/1967,4,0.159,0.65,0.679,2.42e-05,0.207,-11.996,0.0473,86.585,0.567,2,127866
She Smiled Sweetly,Between The Buttons,20/1/1967,5,0.091,0.337,0.3,0.00469,0.12,-12.182,0.132,191.37,0.21,2,164733
"Cool, Calm And Collected",Between The Buttons,20/1/1967,6,0.346,0.551,0.835,0.0431,0.078,-6.786,0.0477,107.751,0.697,1,258200
Please Go Home,Between The Buttons,20/1/1967,7,0.433,0.689,0.683,1.06e-05,0.1,-9.406,0.0372,117.494,0.8,1,137533
All Sold Out,Between The Buttons,20/1/1967,8,0.568,0.497,0.751,0.000227,0.217,-8.733,0.0444,112.025,0.734,0,197306
Who's Been Sleeping Here?,Between The Buttons,20/1/1967,9,0.196,0.536,0.617,2.27e-06,0.118,-8.096,0.0364,115.908,0.644,1,235240
Complicated,Between The Buttons,20/1/1967,10,0.154,0.633,0.683,5.27e-05,0.105,-12.413,0.0365,146.852,0.83,2,194866
Miss Amanda Jones,Between The Buttons,20/1/1967,11,0.164,0.392,0.826,0.0,0.16,-10.864,0.0622,159.009,0.784,1,166800
Something Happened To Me Yesterday,Between The Buttons,20/1/1967,12,0.763,0.641,0.525,0.0,0.53,-9.474,0.108,143.883,0.565,1,295040
Let's Spend The Night Together,Between The Buttons (US track listing),20/1/1967,1,0.68,0.559,0.791,0.0,0.323,-7.73,0.0498,140.827,0.552,22,215893
Yesterday's Papers,Between The Buttons (US track listing),20/1/1967,2,0.135,0.592,0.584,0.0,0.179,-8.122,0.0286,139.886,0.268,2,123266
Ruby Tuesday,Between The Buttons (US track listing),20/1/1967,3,0.824,0.526,0.562,1.16e-06,0.176,-10.782,0.0295,104.701,0.517,24,196466
Connection,Between The Buttons (US track listing),20/1/1967,4,0.155,0.563,0.683,0.000132,0.233,-11.897,0.0548,172.324,0.578,3,127773
She Smiled Sweetly,Between The Buttons (US track listing),20/1/1967,5,0.0977,0.342,0.3,0.00419,0.122,-12.071,0.113,190.878,0.211,3,164733
"Cool, Calm And Collected",Between The Buttons (US track listing),20/1/1967,6,0.356,0.603,0.843,0.0523,0.196,-6.651,0.0477,107.831,0.746,1,255093
All Sold Out,Between The Buttons (US track listing),20/1/1967,7,0.448,0.69,0.68,1.25e-05,0.0968,-9.248,0.0358,117.481,0.845,1,137573
My Obsession,Between The Buttons (US track listing),20/1/1967,8,0.207,0.646,0.817,2.24e-06,0.0672,-9.009,0.128,144.101,0.557,2,196733
Who's Been Sleeping Here?,Between The Buttons (US track listing),20/1/1967,9,0.192,0.546,0.618,2.14e-06,0.12,-7.962,0.0355,115.733,0.666,1,235266
Complicated,Between The Buttons (US track listing),20/1/1967,10,0.149,0.633,0.68,9.81e-05,0.118,-12.32,0.0358,145.999,0.821,2,194893
Miss Amanda Jones,Between The Buttons (US track listing),20/1/1967,11,0.173,0.384,0.83,0.0,0.183,-10.809,0.0641,159.564,0.782,1,166840
Something Happened To Me Yesterday,Between The Buttons (US track listing),20/1/1967,12,0.766,0.648,0.532,0.0,0.418,-9.344,0.101,144.384,0.558,1,295066
Let's Spend The Night Together,Between The Buttons,20/1/1967,1,0.705,0.562,0.793,0.0,0.222,-7.774,0.0526,140.838,0.57,53,215920
Yesterday's Papers,Between The Buttons,20/1/1967,2,0.14,0.595,0.576,0.0,0.192,-8.103,0.029,139.885,0.238,29,123266
Ruby Tuesday,Between The Buttons,20/1/1967,3,0.831,0.524,0.553,0.0,0.174,-10.767,0.0292,104.578,0.517,63,196493
Connection,Between The Buttons,20/1/1967,4,0.16,0.663,0.689,4.71e-05,0.334,-11.904,0.0499,86.588,0.556,33,127760
She Smiled Sweetly,Between The Buttons,20/1/1967,5,0.0906,0.338,0.303,0.00441,0.122,-12.023,0.128,191.321,0.223,28,164826
"Cool, Calm And Collected",Between The Buttons,20/1/1967,6,0.342,0.62,0.853,0.0391,0.175,-6.636,0.0527,107.969,0.721,27,255120
All Sold Out,Between The Buttons,20/1/1967,7,0.44,0.692,0.681,1.33e-05,0.0978,-9.265,0.0348,117.518,0.84,24,137666
My Obsession,Between The Buttons,20/1/1967,8,0.216,0.648,0.821,1.38e-06,0.0712,-8.978,0.116,144.092,0.611,25,196826
Who's Been Sleeping Here?,Between The Buttons,20/1/1967,9,0.184,0.549,0.614,2.2e-06,0.118,-7.965,0.0329,115.74,0.691,25,235333
Complicated,Between The Buttons,20/1/1967,10,0.146,0.632,0.677,0.000105,0.115,-12.32,0.0373,146.023,0.816,26,194960
Miss Amanda Jones,Between The Buttons,20/1/1967,11,0.175,0.431,0.831,0.0,0.159,-10.805,0.062,78.891,0.791,29,166880
Something Happened To Me Yesterday,Between The Buttons,20/1/1967,12,0.776,0.632,0.529,0.0,0.405,-9.39,0.108,144.267,0.568,25,295053
Yesterday's Papers,Between The Buttons (UK Version),20/1/1967,1,0.125,0.589,0.567,0.0,0.216,-8.126,0.0292,139.852,0.25,19,123813
My Obsession,Between The Buttons (UK Version),20/1/1967,2,0.222,0.643,0.816,2.15e-06,0.0683,-9.03,0.128,143.905,0.585,18,196773
Back Street Girl,Between The Buttons (UK Version),20/1/1967,3,0.0193,0.417,0.25,0.0,0.0935,-12.772,0.0273,154.213,0.524,27,207040
Connection,Between The Buttons (UK Version),20/1/1967,4,0.143,0.567,0.688,4.72e-05,0.307,-11.893,0.0551,172.871,0.573,19,127946
She Smiled Sweetly,Between The Buttons (UK Version),20/1/1967,5,0.0951,0.339,0.296,0.00482,0.121,-12.079,0.119,191.566,0.224,36,164813
"Cool, Calm And Collected",Between The Buttons (UK Version),20/1/1967,6,0.359,0.622,0.851,0.0532,0.0711,-6.67,0.0468,107.938,0.741,17,258306
All Sold Out,Between The Buttons (UK Version),20/1/1967,7,0.429,0.694,0.681,1.28e-05,0.099,-9.257,0.0371,117.521,0.805,16,137653
Please Go Home,Between The Buttons (UK Version),20/1/1967,8,0.555,0.496,0.752,0.000602,0.215,-8.612,0.0436,112.012,0.754,18,197333
Who's Been Sleeping Here?,Between The Buttons (UK Version),20/1/1967,9,0.202,0.549,0.613,2.49e-06,0.118,-7.945,0.0337,115.735,0.645,15,235333
Complicated,Between The Buttons (UK Version),20/1/1967,10,0.148,0.636,0.675,8.56e-05,0.106,-12.369,0.0371,145.915,0.805,17,194946
Miss Amanda Jones,Between The Buttons (UK Version),20/1/1967,11,0.184,0.419,0.827,0.0,0.198,-10.801,0.0611,78.466,0.782,17,166880
Something Happened To Me Yesterday,Between The Buttons (UK Version),20/1/1967,12,0.752,0.648,0.529,0.0,0.407,-9.36,0.101,144.127,0.573,16,295413
Under My Thumb - Live,got LIVE if you want it!,10/12/1966,1,0.000808,0.349,0.936,0.00331,0.764,-9.109,0.126,145.821,0.45,21,173946
Get Off of My Cloud - Live,got LIVE if you want it!,10/12/1966,2,0.0225,0.285,0.902,0.0,0.714,-7.919,0.0732,144.676,0.686,16,174080
Lady Jane - Live,got LIVE if you want it!,10/12/1966,3,0.00759,0.323,0.615,0.111,0.82,-10.935,0.0318,107.369,0.315,17,188146
Not Fade Away - Live,got LIVE if you want it!,10/12/1966,4,0.000866,0.511,0.955,0.86,0.814,-8.749,0.0945,122.436,0.525,14,123680
I've Been Loving You Too Long - Live,got LIVE if you want it!,10/12/1966,5,0.446,0.265,0.661,0.175,0.35,-8.938,0.0388,170.581,0.0393,18,174600
Fortune Teller - Live,got LIVE if you want it!,10/12/1966,6,0.00418,0.333,0.992,1.8e-05,0.188,-7.349,0.141,173.877,0.239,14,116920
The Last Time - Live,got LIVE if you want it!,10/12/1966,7,0.046,0.118,0.933,0.0,0.529,-6.996,0.117,205.02,0.414,13,187813
19th Nervous Breakdown - Live,got LIVE if you want it!,10/12/1966,8,0.00938,0.313,0.912,0.0,0.902,-6.978,0.0605,105.424,0.493,16,210826
Time Is On My Side - Live,got LIVE if you want it!,10/12/1966,9,0.222,0.172,0.802,0.16,0.541,-7.373,0.0542,196.46,0.462,13,168733
I'm Alright - Live,got LIVE if you want it!,10/12/1966,10,0.0192,0.409,0.962,0.0814,0.937,-7.784,0.0669,119.481,0.405,12,146493
"Have You Seen Your Mother, Baby, Standing In The Shadow? - Live",got LIVE if you want it!,10/12/1966,11,0.0231,0.422,0.926,0.017,0.903,-7.398,0.0438,109.303,0.448,13,139226
(I Can't Get No) Satisfaction - Live,got LIVE if you want it!,10/12/1966,12,8.94e-06,0.261,0.948,0.0359,0.299,-8.118,0.0575,156.653,0.496,17,184560
Under My Thumb - Live,Got Live if you want it!,10/12/1966,1,0.000695,0.347,0.938,0.00346,0.753,-9.049,0.128,145.79,0.442,1,173933
Get Off of My Cloud - Live,Got Live if you want it!,10/12/1966,2,0.0184,0.302,0.897,0.0,0.732,-7.907,0.0596,144.78,0.78,1,174066
Lady Jane - Live,Got Live if you want it!,10/12/1966,3,0.0108,0.314,0.589,0.147,0.81,-10.889,0.0334,106.84,0.322,1,188160
